Run,Top-1,Top-50,Baseline
257,-34.21104166666716,-84.48695833333434,0.0
258,-33.728101851852344,-83.33255555555658,0.0
259,-33.24516203703753,-82.1781527777788,0.0
260,-32.76222222222272,-81.02375000000103,0.0
261,-32.279282407407905,-79.86934722222327,0.0
262,-31.79634259259309,-78.71494444444549,0.0
263,-31.313402777778276,-77.56054166666772,0.0
264,-30.830462962963463,-76.40613888888996,0.0
265,-30.34752314814865,-75.25173611111218,0.0
266,-29.864583333333833,-74.0973333333344,0.0
267,-29.38164351851902,-72.94293055555663,0.0
268,-28.898703703704207,-71.78852777777885,0.0
269,-28.415763888889394,-70.63412500000108,0.0
270,-27.93282407407458,-69.4797222222233,0.0
271,-27.44988425925977,-68.32531944444551,0.0
272,-26.966944444444955,-67.17091666666774,0.0
273,-26.48400462963014,-66.01651388888996,0.0
274,-26.001064814815326,-64.86211111111218,0.0
275,-25.518125000000513,-63.7077083333344,0.0
276,-25.0351851851857,-62.55330555555662,0.0
277,-24.552245370370887,-61.398902777778844,0.0
278,-24.069305555556074,-60.24450000000106,0.0
279,-23.58636574074126,-59.090097222223285,0.0
280,-23.103425925926445,-57.9356944444455,0.0
281,-22.62048611111163,-56.78129166666773,0.0
282,-22.13754629629682,-55.626888888889944,0.0
283,-21.654606481482006,-54.47248611111217,0.0
284,-21.171666666667193,-53.318083333334386,0.0
285,-20.68872685185238,-52.16368055555661,0.0
286,-20.205787037037567,-51.00927777777883,0.0
287,-19.72284722222275,-49.854875000001044,0.0
288,-19.239907407407937,-48.70047222222327,0.0
289,-18.756967592593124,-47.546069444445486,0.0
290,-18.27402777777831,-46.39166666666771,0.0
291,-17.791087962963495,-45.23726388888993,0.0
292,-17.308148148148682,-44.08286111111215,0.0
293,-16.825208333333865,-42.92845833333437,0.0
294,-16.34226851851905,-41.77405555555659,0.0
295,-15.859328703704234,-40.61965277777881,0.0
296,-15.376388888889418,-39.465250000001035,0.0
297,-14.893449074074603,-38.31084722222325,0.0
298,-14.410509259259788,-37.15644444444548,0.0
299,-13.927569444444972,-36.002041666667694,0.0
300,-13.444629629630157,-34.84763888888992,0.0
301,-12.96168981481534,-33.693236111112135,0.0
302,-12.478750000000526,-32.53883333333436,0.0
303,-11.99581018518571,-31.384430555556577,0.0
304,-11.512870370370894,-30.230027777778798,0.0
305,-11.02993055555608,-29.07562500000102,0.0
306,-10.546990740741263,-27.92122222222324,0.0
307,-10.064050925926448,-26.76681944444546,0.0
308,-9.581111111111632,-25.61241666666768,0.0
309,-9.098171296296819,-24.4580138888899,0.0
310,-8.615231481482004,-23.303611111112122,0.0
311,-8.13229166666719,-22.149208333334343,0.0
312,-7.649351851852375,-20.994805555556564,0.0
313,-7.16641203703756,-19.840402777778785,0.0
314,-6.683472222222746,-18.686000000001005,0.0
315,-6.200532407407931,-17.531597222223226,0.0
316,-5.717592592593117,-16.37719444444545,0.0
317,-5.234652777778302,-15.222791666667671,0.0
318,-4.751712962963488,-14.068388888889894,0.0
319,-4.268773148148673,-12.913986111112116,0.0
320,-3.785833333333859,-11.75958333333434,0.0
321,-3.3028935185190442,-10.605180555556563,0.0
322,-2.81995370370423,-9.450777777778786,0.0
323,-2.337013888889415,-8.296375000001008,0.0
324,-1.8540740740746007,-7.14197222222323,0.0
325,-1.371134259259786,-5.987569444445453,0.0
326,-0.8881944444449712,-4.833166666667676,0.0
327,-0.40525462963015646,-3.6787638888898977,0.0
328,0.07768518518465826,-2.52436111111212,0.0
329,0.5606249999994728,-1.369958333334342,0.0
330,1.0435648148142873,-0.21555555555656408,0.0
331,1.5265046296291016,0.9388472222212138,0.0
332,2.009444444443916,2.0932499999989918,0.0
333,2.4923842592587304,3.2476527777767696,0.0
334,2.9753240740735447,4.402055555554548,0.0
335,3.4582638888883594,5.5564583333323245,0.0
336,3.9412037037031737,6.710861111110102,0.0
337,4.4241435185179885,7.865263888887879,0.0
338,4.907083333332803,9.019666666665657,0.0
339,5.390023148147617,10.174069444443434,0.0
340,5.872962962962432,11.328472222221212,0.0
341,6.3559027777772465,12.48287499999899,0.0
342,6.83884259259206,13.637277777776767,0.0
343,7.321782407406876,14.791680555554544,0.0
344,7.80472222222169,15.946083333332322,0.0
345,8.287662037036503,17.100486111110097,0.0
346,8.770601851851316,18.25488888888788,0.0
347,9.25354166666613,19.40929166666566,0.0
348,9.736481481480947,20.56369444444344,0.0
349,10.219421296295762,21.718097222221218,0.0
350,10.702361111110578,22.872499999998997,0.0
351,11.185300925925393,24.026902777776776,0.0
352,11.668240740740208,25.181305555554555,0.0
353,12.151180555555024,26.335708333332335,0.0
354,12.634120370369839,27.490111111110114,0.0
355,13.117060185184656,28.644513888887893,0.0
356,13.59999999999947,29.798916666665672,0.0
357,14.082939814814287,30.953319444443455,0.0
358,14.565879629629102,32.107722222221234,0.0
359,15.048819444443916,33.26212499999901,0.0
360,15.531759259258733,34.41652777777679,0.0
361,16.014699074073548,35.57093055555457,0.0
362,16.49763888888836,36.72533333333235,0.0
363,16.98057870370318,37.87973611111013,0.0
364,17.463518518517997,39.03413888888791,0.0
365,17.946458333332814,40.188541666665685,0.0
366,18.42939814814763,41.34294444444347,0.0
367,18.912337962962443,42.49734722222125,0.0
368,19.395277777777256,43.651749999999026,0.0
369,19.87821759259207,44.80615277777681,0.0
370,20.361157407406882,45.960555555554585,0.0
371,20.8440972222217,47.11495833333237,0.0
372,21.32703703703651,48.26936111111014,0.0
373,21.809976851851324,49.423763888887926,0.0
374,22.292916666666137,50.5781666666657,0.0
375,22.77585648148095,51.732569444443484,0.0
376,23.258796296295763,52.88697222222126,0.0
377,23.741736111110576,54.04137499999904,0.0
378,24.224675925925393,55.19577777777682,0.0
379,24.707615740740206,56.3501805555546,0.0
380,25.19055555555502,57.50458333333238,0.0
381,25.67349537036983,58.65898611111016,0.0
382,26.156435185184645,59.813388888887935,0.0
383,26.639374999999458,60.96779166666572,0.0
384,27.12231481481427,62.122194444443494,0.0
385,27.605254629629087,63.27659722222128,0.0
386,28.0881944444439,64.43099999999906,0.0
387,28.571134259258713,65.58540277777684,0.0
388,29.054074074073526,66.73980555555461,0.0
389,29.53701388888834,67.8942083333324,0.0
390,30.019953703703152,69.04861111111018,0.0
391,30.502893518517965,70.20301388888795,0.0
392,30.985833333332778,71.35741666666573,0.0
393,31.468773148147594,72.51181944444349,0.0
394,31.951712962962407,73.66622222222126,0.0
395,32.43465277777722,74.82062499999903,0.0
396,32.91759259259204,75.9750277777768,0.0
397,33.40053240740685,77.12943055555458,0.0
398,33.88347222222166,78.28383333333234,0.0
399,34.36641203703647,79.43823611111011,0.0
400,34.84935185185128,80.59263888888789,0.0
401,35.33229166666609,81.74704166666565,0.0
402,35.8152314814809,82.90144444444343,0.0
403,36.298171296295706,84.0558472222212,0.0
404,36.78111111111052,85.21024999999896,0.0
405,37.26405092592534,86.36465277777674,0.0
406,37.74699074074016,87.51905555555452,0.0
407,38.22993055555497,88.67345833333229,0.0
408,38.71287037036979,89.82786111111005,0.0
409,39.195810185184605,90.98226388888783,0.0
410,39.678749999999425,92.1366666666656,0.0
411,40.161689814814245,93.29106944444337,0.0
412,40.64462962962906,94.44547222222114,0.0
413,41.12756944444388,95.59987499999892,0.0
414,41.6105092592587,96.75427777777668,0.0
415,42.09344907407351,97.90868055555445,0.0
416,42.57638888888833,99.06308333333223,0.0
417,43.05932870370315,100.21748611111,0.0
418,43.542268518517965,101.37188888888777,0.0
419,44.025208333332785,102.52629166666554,0.0
420,44.5081481481476,103.68069444444332,0.0
421,44.99108796296242,104.83509722222108,0.0
422,45.47402777777724,105.98949999999886,0.0
423,45.95696759259205,107.14390277777663,0.0
424,46.43990740740687,108.29830555555439,0.0
425,46.92284722222169,109.45270833333217,0.0
426,47.405787037036504,110.60711111110994,0.0
427,47.888726851851324,111.7615138888877,0.0
428,48.371666666666144,112.91591666666548,0.0
429,48.85460648148096,114.07031944444326,0.0
430,49.33754629629578,115.22472222222103,0.0
431,49.8204861111106,116.3791249999988,0.0
432,50.30342592592541,117.53352777777657,0.0
433,50.78636574074023,118.68793055555435,0.0
434,51.26930555555504,119.8423333333321,0.0
435,51.75224537036986,120.99673611110988,0.0
436,52.23518518518468,122.15113888888766,0.0
437,52.718124999999496,123.30554166666542,0.0
438,53.201064814814316,124.4599444444432,0.0
439,53.684004629629136,125.61434722222097,0.0
440,54.16694444444395,126.76874999999873,0.0
441,54.64988425925877,127.92315277777651,0.0
442,55.13282407407359,129.07755555555428,0.0
443,55.6157638888884,130.23195833333205,0.0
444,56.09870370370322,131.38636111110984,0.0
445,56.581643518518035,132.5407638888876,0.0
446,57.064583333332855,133.69516666666536,0.0
447,57.547523148147675,134.84956944444315,0.0
448,58.03046296296249,136.0039722222209,0.0
449,58.51340277777731,137.15837499999867,0.0
450,58.99634259259213,138.31277777777646,0.0
451,59.47928240740694,139.46718055555422,0.0
452,59.96222222222176,140.62158333333198,0.0
453,60.44516203703658,141.77598611110977,0.0
454,60.928101851851395,142.93038888888753,0.0
455,61.411041666666215,144.0847916666653,0.0
456,61.893981481481035,145.2391944444431,0.0
457,62.37692129629585,146.39359722222085,0.0
458,62.85986111111067,147.5479999999986,0.0
459,63.34280092592548,148.7024027777764,0.0
460,63.8257407407403,149.85680555555416,0.0
461,64.30868055555511,151.01120833333195,0.0
462,64.79162037036994,152.1656111111097,0.0
463,65.27456018518475,153.32001388888747,0.0
464,65.75749999999957,154.47441666666526,0.0
465,66.2404398148144,155.62881944444302,0.0
466,66.7233796296292,156.7832222222208,0.0
467,67.20631944444402,157.93762499999858,0.0
468,67.68925925925885,159.09202777777634,0.0
469,68.17219907407366,160.2464305555541,0.0
470,68.65513888888847,161.4008333333319,0.0
471,69.1380787037033,162.55523611110965,0.0
472,69.62101851851811,163.7096388888874,0.0
473,70.10395833333293,164.8640416666652,0.0
474,70.58689814814775,166.01844444444296,0.0
475,71.06983796296255,167.17284722222072,0.0
476,71.55277777777738,168.32724999999851,0.0
477,72.0357175925922,169.48165277777628,0.0
478,72.51865740740703,170.63605555555404,0.0
479,73.00159722222185,171.79045833333183,0.0
480,73.48453703703666,172.9448611111096,0.0
481,73.96747685185147,174.09926388888735,0.0
482,74.45041666666629,175.25366666666514,0.0
483,74.93335648148108,176.4080694444429,0.0
484,75.4162962962959,177.56247222222066,0.0
485,75.89923611111071,178.71687499999845,0.0
486,76.38217592592552,179.8712777777762,0.0
487,76.86511574074032,181.025680555554,0.0
488,77.34805555555513,182.18008333333177,0.0
489,77.83099537036995,183.33448611110953,0.0
490,78.31393518518476,184.48888888888732,0.0
491,78.79687499999956,185.64329166666508,0.0
492,79.27981481481437,186.79769444444284,0.0
493,79.76275462962919,187.95209722222063,0.0
494,80.245694444444,189.1064999999984,0.0
495,80.7286342592588,190.26090277777615,0.0
496,81.21157407407361,191.41530555555394,0.0
497,81.69451388888842,192.5697083333317,0.0
498,82.17745370370324,193.72411111110947,0.0
499,82.66039351851803,194.87851388888726,0.0
500,83.14333333333285,196.03291666666502,0.0
501,83.62627314814766,197.18731944444278,0.0
502,84.10921296296247,198.34172222222057,0.0
503,84.59215277777727,199.49612499999833,0.0
504,85.07509259259209,200.6505277777761,0.0
505,85.5580324074069,201.80493055555388,0.0
506,86.04097222222171,202.95933333333164,0.0
507,86.52391203703651,204.1137361111094,0.0
508,87.00685185185132,205.2681388888872,0.0
509,87.48979166666614,206.42254166666496,0.0
510,87.97273148148095,207.57694444444272,0.0
511,88.45567129629575,208.7313472222205,0.0
512,88.93861111111056,209.88574999999827,0.0
513,89.42155092592537,211.04015277777606,0.0
514,89.90449074074019,212.19455555555382,0.0
515,90.38743055555499,213.34895833333158,0.0
516,90.8703703703698,214.50336111110937,0.0
517,91.35331018518461,215.65776388888713,0.0
518,91.83624999999942,216.8121666666649,0.0
519,92.31918981481422,217.96656944444268,0.0
520,92.80212962962904,219.12097222222044,0.0
521,93.28506944444385,220.2753749999982,0.0
522,93.76800925925866,221.429777777776,0.0
523,94.25094907407346,222.58418055555376,0.0
524,94.73388888888827,223.73858333333152,0.0
525,95.21682870370309,224.8929861111093,0.0
526,95.6997685185179,226.04738888888707,0.0
527,96.1827083333327,227.20179166666483,0.0
528,96.66564814814751,228.35619444444262,0.0
529,97.14858796296232,229.51059722222038,0.0
530,97.63152777777714,230.66499999999814,0.0
531,98.11446759259194,231.81940277777593,0.0
532,98.59740740740675,232.9738055555537,0.0
533,99.08034722222156,234.12820833333146,0.0
534,99.56328703703637,235.28261111110925,0.0
535,100.04622685185117,236.437013888887,0.0
536,100.52916666666599,237.5914166666648,0.0
537,101.0121064814808,238.74581944444256,0.0
538,101.49504629629561,239.90022222222032,0.0
539,101.97798611111041,241.0546249999981,0.0
540,102.46092592592522,242.20902777777587,0.0
541,102.94386574074004,243.36343055555363,0.0
542,103.42680555555485,244.51783333333142,0.0
543,103.90974537036965,245.67223611110919,0.0
544,104.39268518518446,246.82663888888695,0.0
545,104.87562499999927,247.98104166666474,0.0
546,105.35856481481409,249.1354444444425,0.0
547,105.84150462962889,250.28984722222026,0.0
548,106.3244444444437,251.44424999999805,0.0
549,106.80738425925851,252.5986527777758,0.0
550,107.29032407407333,253.75305555555357,0.0
551,107.77326388888812,254.90745833333136,0.0
552,108.25620370370294,256.0618611111091,0.0
553,108.73914351851775,257.2162638888869,0.0
554,109.22208333333256,258.37066666666465,0.0
555,109.70502314814736,259.52506944444247,0.0
556,110.18796296296217,260.6794722222202,0.0
557,110.67090277777699,261.833874999998,0.0
558,111.1538425925918,262.98827777777575,0.0
559,111.6367824074066,264.1426805555535,0.0
560,112.11972222222141,265.2970833333313,0.0
561,112.60266203703623,266.4514861111091,0.0
562,113.08560185185104,267.60588888888685,0.0
563,113.56854166666584,268.7602916666646,0.0
564,114.05148148148065,269.9146944444424,0.0
565,114.53442129629546,271.06909722222014,0.0
566,115.01736111111028,272.2234999999979,0.0
567,115.50030092592507,273.3779027777757,0.0
568,115.98324074073989,274.5323055555535,0.0
569,116.4661805555547,275.68670833333124,0.0
570,116.94912037036951,276.841111111109,0.0
571,117.43206018518431,277.99551388888676,0.0
572,117.91499999999913,279.1499166666645,0.0
573,118.39793981481394,280.30431944444234,0.0
574,118.88087962962875,281.4587222222201,0.0
575,119.36381944444355,282.61312499999786,0.0
576,119.84675925925836,283.7675277777756,0.0
577,120.32969907407318,284.9219305555534,0.0
578,120.81263888888799,286.0763333333312,0.0
579,121.29557870370279,287.23073611110897,0.0
580,121.7785185185176,288.38513888888673,0.0
581,122.26145833333241,289.5395416666645,0.0
582,122.74439814814723,290.69394444444225,0.0
583,123.22733796296203,291.8483472222201,0.0
584,123.71027777777684,293.0027499999979,0.0
585,124.19321759259165,294.1571527777757,0.0
586,124.67615740740646,295.3115555555535,0.0
587,125.15909722222126,296.46595833333134,0.0
588,125.64203703703608,297.6203611111091,0.0
589,126.12497685185089,298.7747638888869,0.0
590,126.6079166666657,299.92916666666474,0.0
591,127.0908564814805,301.0835694444425,0.0
592,127.57379629629531,302.2379722222203,0.0
593,128.05673611111013,303.39237499999814,0.0
594,128.53967592592494,304.54677777777596,0.0
595,129.02261574073975,305.7011805555537,0.0
596,129.50555555555457,306.85558333333154,0.0
597,129.98849537036935,308.00998611110936,0.0
598,130.47143518518416,309.1643888888872,0.0
599,130.95437499999898,310.31879166666494,0.0
600,131.4373148148138,311.47319444444275,0.0
601,131.9202546296286,312.6275972222206,0.0
602,132.40319444444341,313.7819999999984,0.0
603,132.88613425925823,314.93640277777615,0.0
